Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,20,ATL,NBA,SF,78,21,1313,146,390,0.374,41,127,0.323,105,263,0.399,0.427,64,87,0.736,56,122,178,64,43,30,93,134,397
2001-02,21,ATL,NBA,SF,72,46,1727,214,540,0.396,89,247,0.36,125,293,0.427,0.479,85,105,0.81,59,188,247,81,62,56,102,163,602
2003-04,23,NYK,NBA,SF,21,1,287,36,97,0.371,13,36,0.361,23,61,0.377,0.438,28,31,0.903,5,34,39,11,8,7,16,32,113
2004-05,24,DEN,NBA,SG,71,40,1232,185,371,0.499,53,148,0.358,132,223,0.592,0.57,80,101,0.792,43,108,151,75,43,18,65,140,503
2005-06,25,DEN,NBA,SG,58,21,924,132,306,0.431,56,160,0.35,76,146,0.521,0.523,34,42,0.81,19,77,96,55,25,26,46,86,354
2006-07,26,DEN,NBA,SF,39,7,419,50,154,0.325,19,88,0.216,31,66,0.47,0.386,16,21,0.762,10,47,57,17,16,12,27,39,135
2007-08,27,SAS,NBA,SF,5,0,28,7,14,0.5,3,9,0.333,4,5,0.8,0.607,0,2,0,0,1,1,1,1,0,0,4,17
Career,NA,,NBA,,344,136,5930,770,1872,0.411,274,815,0.336,496,1057,0.469,0.485,307,389,0.789,192,577,769,304,198,149,349,598,2121
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DEN,NBA,,168,68,2575,367,831,0.442,128,396,0.323,239,435,0.549,0.519,130,164,0.793,72,232,304,147,84,56,138,265,992
2 seasons,NA,ATL,NBA,,150,67,3040,360,930,0.387,130,374,0.348,230,556,0.414,0.457,149,192,0.776,115,310,425,145,105,86,195,297,999
1 season,NA,NYK,NBA,,21,1,287,36,97,0.371,13,36,0.361,23,61,0.377,0.438,28,31,0.903,5,34,39,11,8,7,16,32,113
1 season,NA,SAS,NBA,,5,0,28,7,14,0.5,3,9,0.333,4,5,0.8,0.607,0,2,0,0,1,1,1,1,0,0,4,17
