Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,CHI,NBA,C,80,NA,2365,318,831,0.383,145,222,0.653,NA,NA,889,178,NA,NA,NA,317,781
1969-70,24,CHI,NBA,C,81,NA,2335,348,775,0.449,150,226,0.664,NA,NA,1016,229,NA,NA,NA,255,846
1970-71,25,CHI,NBA,C,82,NA,2370,357,736,0.485,168,232,0.724,NA,NA,1133,397,NA,NA,NA,275,882
1971-72,26,CHI,NBA,C,80,NA,2022,219,500,0.438,118,180,0.656,NA,NA,897,281,NA,NA,NA,253,556
1972-73,27,CHI,NBA,C,8,NA,176,9,24,0.375,12,20,0.6,NA,NA,54,40,NA,NA,NA,22,30
1973-74,28,CHI,NBA,C,46,NA,602,58,119,0.487,42,60,0.7,53,160,213,94,16,18,NA,80,158
1974-75,29,CHI,NBA,C,80,NA,1175,132,271,0.487,73,95,0.768,105,275,380,272,25,45,NA,163,337
1975-76,30,CHI,NBA,C,74,NA,2045,265,530,0.5,118,177,0.667,263,529,792,283,47,52,NA,263,648
1976-77,31,CHI,NBA,C,82,NA,1070,134,273,0.491,34,63,0.54,101,211,312,189,19,19,NA,147,302
1977-78,32,CHI,NBA,C,22,NA,227,23,50,0.46,10,13,0.769,14,45,59,44,3,4,26,36,56
Career,NA,,NBA,,635,NA,14387,1863,4109,0.453,870,1288,0.675,536,1220,5745,2007,110,138,26,1811,4596
