,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1969-70,24,CHI,NBA,,10,21,3,5,,,19,5,,,,5,23,
1970-71,25,CHI,NBA,,5,9,2,4,,,18,8,,,,4,12,
1971-72,26,CHI,NBA,,0,3,0,0,,,6,3,,,,0,0,
1972-73,27,CHI,NBA,,3,5,1,1,,,8,9,,,,4,6,
1973-74,28,CHI,NBA,,0,1,2,2,,,1,0,,,,1,2,
1974-75,29,CHI,NBA,,6,13,5,6,,,24,8,,,,6,13,
1976-77,31,CHI,NBA,,1,3,0,0,1,3,4,4,0,1,,1,2,
Career,,,,,10,21,5,6,,,24,9,,,,6,23,
