Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,23,CHI,NBA,C,80,2365,12.9,0.42,0.267,NA,NA,NA,10.5,NA,NA,NA,NA,NA,-1.7,4.3,2.6,0.053,NA,NA,NA,NA,NA
1969-70,24,CHI,NBA,C,81,2335,15.3,0.484,0.292,NA,NA,NA,12.9,NA,NA,NA,NA,NA,0.7,3.7,4.4,0.09,NA,NA,NA,NA,NA
1970-71,25,CHI,NBA,C,82,2370,20.4,0.526,0.315,NA,NA,22.6,23.1,NA,NA,NA,NA,NA,3.4,5.6,9,0.182,NA,NA,NA,NA,NA
1971-72,26,CHI,NBA,C,80,2022,15.9,0.48,0.36,NA,NA,21.1,17.7,NA,NA,NA,NA,NA,0.7,6.7,7.4,0.175,NA,NA,NA,NA,NA
1972-73,27,CHI,NBA,C,8,176,14.3,0.457,0.833,NA,NA,15.4,27.5,NA,NA,NA,NA,NA,0,0.5,0.5,0.146,NA,NA,NA,NA,NA
1973-74,28,CHI,NBA,C,46,602,15.4,0.543,0.504,9,28,18.3,21.2,1.2,1.6,NA,NA,NA,0.5,1.2,1.7,0.134,NA,-0.1,3.1,3,0.8
1974-75,29,CHI,NBA,C,80,1175,18.6,0.539,0.351,9.5,24.5,17,33.8,1,2.2,NA,NA,NA,1.6,2.2,3.8,0.153,NA,1.7,2.9,4.5,1.9
1975-76,30,CHI,NBA,C,74,2045,17.7,0.533,0.334,12.2,28,19.5,21.1,1.1,1.4,NA,NA,NA,3.2,3,6.3,0.147,NA,1.3,1.6,2.9,2.6
1976-77,31,CHI,NBA,C,82,1070,14.7,0.502,0.231,9.7,20.8,15.2,25.4,0.9,1,NA,NA,NA,0.8,1.5,2.3,0.102,NA,-0.1,1.5,1.4,0.9
1977-78,32,CHI,NBA,C,22,227,10.3,0.503,0.26,6.7,21.5,14.2,26.1,0.6,1,31.8,14.5,NA,0,0.2,0.2,0.035,NA,-2.2,0.9,-1.3,0.1
Career,NA,,NBA,,635,14387,16.3,0.491,0.313,10.4,25.4,19.6,19.4,1,1.5,31.8,14.5,NA,9.2,28.8,38,0.127,NA,0.8,2,2.8,6.2
