Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1953-54,23,SYR,NBA,PG,72,1405,14.5,0.464,0.469,NA,NA,NA,NA,NA,2.1,2.4,4.5,0.152
1954-55,24,SYR,NBA,SG,70,1380,13.6,0.437,0.417,NA,NA,NA,NA,NA,0.8,2.2,3,0.104
1955-56,25,SYR,NBA,PG,72,1278,16,0.477,0.574,NA,NA,NA,NA,NA,2.1,1.8,3.9,0.148
1956-57,26,FTW,NBA,SG,71,1701,12.1,0.413,0.359,NA,NA,NA,NA,NA,0.2,1.2,1.4,0.039
1957-58,27,DET,NBA,SG,35,649,11.4,0.412,0.268,NA,NA,NA,NA,NA,0,0.5,0.5,0.039
1959-60,29,DET,NBA,SG,25,365,11.9,0.426,0.313,NA,NA,NA,NA,NA,0,0.3,0.4,0.047
Career,NA,,NBA,,345,6778,13.6,0.44,0.417,NA,NA,NA,NA,NA,5.2,8.5,13.7,0.097
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,214,4063,14.6,0.459,0.486,NA,NA,NA,NA,NA,4.9,6.4,11.4,0.135
3 seasons,NA,"FTW,DET",NBA,,131,2715,11.9,0.415,0.328,NA,NA,NA,NA,NA,0.2,2,2.3,0.04
