Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,23,SYR,NBA,PG,13,NA,28.8,2.8,5.7,0.486,3.4,4.8,0.71,3.7,1.9,3.5,8.9
1954-55,24,SYR,NBA,SG,11,NA,11.8,1.5,4.4,0.354,3.3,4.5,0.735,2.8,1,2.1,6.4
1955-56,25,SYR,NBA,PG,8,NA,16,2,5.6,0.356,2,2.9,0.696,2.1,1.8,2.6,6
1956-57,26,FTW,NBA,SG,2,NA,15,1,6.5,0.154,0,0.5,0,0.5,2.5,0.5,2
1957-58,27,DET,NBA,SG,7,NA,14.1,2.6,6.3,0.409,1.4,2.6,0.556,2.7,0.7,1.7,6.6
Career,NA,,NBA,,41,NA,18.6,2.2,5.5,0.397,2.6,3.7,0.693,2.8,1.5,2.5,6.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,32,NA,19.8,2.2,5.2,0.413,3,4.2,0.716,3,1.6,2.8,7.3
2 seasons,NA,"FTW,DET",NBA,,9,NA,14.3,2.2,6.3,0.351,1.1,2.1,0.526,2.2,1.1,1.4,5.6
