Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,22,KCO,NBA,C,2,NA,4,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,108
Career,NA,,NBA,,2,NA,4,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,108
