,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,21,POR,NBA,C,63,1392,.503,9.3,.996,.367,.129,.194,.305,.004,.505,.710,.484,.312,.390,.000,.680,.121,52,,.000,,0,0
2007-08,22,POR,NBA,PF,76,2649,.484,10.9,.994,.197,.272,.218,.308,.006,.486,.693,.463,.443,.403,.143,.645,.079,86,1.000,.143,.000,2,0
2008-09,23,POR,NBA,PF,81,3004,.484,11.0,.977,.245,.211,.179,.343,.023,.489,.671,.450,.422,.418,.250,.567,.098,108,1.000,.643,.389,3,0
2009-10,24,POR,NBA,PF,78,2922,.495,10.8,.986,.247,.215,.210,.314,.014,.498,.716,.442,.431,.409,.313,.570,.078,87,1.000,.375,.667,3,0
2010-11,25,POR,NBA,PF,81,3211,.500,9.3,.984,.320,.271,.155,.238,.016,.505,.704,.397,.402,.427,.174,.546,.117,148,.750,.217,.000,4,0
2011-12,26,POR,NBA,PF,55,1994,.512,10.6,.988,.281,.182,.205,.320,.012,.516,.687,.523,.404,.434,.182,.536,.062,54,.500,.364,.000,1,0
2012-13,27,POR,NBA,PF,74,2790,.484,11.7,.989,.215,.192,.197,.385,.011,.488,.694,.447,.438,.418,.143,.542,.047,56,.500,.286,.250,1,0
2013-14,28,POR,NBA,PF,69,2498,.458,12.5,.989,.186,.162,.226,.415,.011,.461,.675,.364,.388,.442,.200,.599,.027,36,.667,.067,.000,1,0
2014-15,29,POR,NBA,PF,71,2512,.466,12.8,.926,.192,.164,.206,.365,.074,.475,.701,.448,.392,.415,.352,.468,.020,27,.919,.295,.355,1,0
2015-16,30,SAS,NBA,PF,74,2261,.513,10.0,.985,.279,.191,.211,.303,.015,.521,.733,.465,.427,.426,.000,.660,.047,47,,.500,.000,0,0
2016-17,31,SAS,NBA,PF,72,2335,.477,11.8,.947,.222,.194,.202,.328,.053,.480,.700,.422,.387,.424,.411,.577,.041,37,.957,.411,.435,0,0
2017-18,32,SAS,NBA,C,75,2509,.510,9.8,.932,.275,.212,.256,.189,.068,.526,.735,.446,.438,.431,.293,.502,.036,46,.963,.163,.467,1,0
2018-19,33,SAS,NBA,C,81,2687,.519,9.7,.968,.270,.246,.252,.201,.032,.528,.716,.485,.437,.442,.238,.588,.042,51,.900,.095,.250,0,0
2019-20,34,SAS,NBA,C,53,1754,.493,13.7,.802,.202,.129,.227,.245,.198,.519,.719,.471,.461,.433,.389,.567,.044,31,.951,.185,.379,1,0
Career,,,NBA,,1003,34518,.491,11.0,.964,.245,.203,.210,.305,.036,.498,.705,.445,.418,.423,.312,.569,.059,866,.929,.255,.349,18,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 seasons,,POR,NBA,,648,22972,.485,11.2,.979,.240,.205,.199,.336,.021,.489,.695,.439,.410,.420,.276,.564,.068,654,.885,.317,.329,16,0
5 seasons,,SAS,NBA,,355,11546,.504,10.7,.935,.254,.201,.232,.248,.065,.516,.722,.458,.431,.431,.333,.576,.042,212,.950,.218,.367,2,0
