,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,26,SAC,NBA,SG,3,56,,49%,51%,,,+17.0,+29.3,0,0,2,0,3,0,7,1,1
2005-06,27,DET,NBA,SG,16,101,,9%,88%,3%,,+10.3,+7.6,1,0,6,1,5,1,8,0,3
2006-07,28,LAL,NBA,SG,5,82,11%,89%,,,,-18.6,-11.9,0,0,2,0,0,0,7,0,1
2007-08,29,ORL,NBA,SG,10,282,,59%,41%,,,+3.3,+3.1,4,4,5,0,4,1,16,0,4
2008-09,30,ATL,NBA,SF,11,265,,4%,90%,6%,,-15.1,-11.8,0,0,10,3,3,3,25,2,3
2009-10,31,ATL,NBA,SF,11,148,,18%,68%,14%,,-26.9,-26.1,2,2,6,1,0,1,6,0,2
Career,,,NBA,,56,934,1%,34%,61%,4%,,-7.0,-5.0,7,6,31,5,15,6,69,3,14
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ATL,NBA,,22,413,,9%,82%,9%,,-19.3,-16.9,2,2,16,4,3,4,31,2,5
1 season,,DET,NBA,,16,101,,9%,88%,3%,,+10.3,+7.6,1,0,6,1,5,1,8,0,3
1 season,,ORL,NBA,,10,282,,59%,41%,,,+3.3,+3.1,4,4,5,0,4,1,16,0,4
1 season,,LAL,NBA,,5,82,11%,89%,,,,-18.6,-11.9,0,0,2,0,0,0,7,0,1
1 season,,SAC,NBA,,3,56,,49%,51%,,,+17.0,+29.3,0,0,2,0,3,0,7,1,1
