Season,Team,Lg,Salary
2003-04,Chicago Bulls,NBA,"$366,931"
2004-05,San Antonio Spurs,NBA,"$620,046"
2005-06,New Jersey Nets,NBA,"$719,373"
2006-07,New Orleans/Oklahoma City Hornets,NBA,"$771,331"
2007-08,Phoenix Suns,NBA,"$283,953"
2008-09,Charlotte Bobcats,NBA,"$125,374"
Career,(may be incomplete),,"$2,887,008"
