,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,25,NYK,NBA,,1,1,,,,,2,2,,,0,2,,,,2,4
1971-72,26,ATL,NBA,,7,,,,,,10,13,,,,,,,,,24
1973-74,28,SEA,NBA,,6,,,,,,10,13,,,,,,,,,22
1974-75,29,SSL,ABA,,6,,0,,,,0,0,,,,,,,,,12
Career,,,TOT,,7,,,,,,10,13,,,,,,,,,24
,,,NBA,,7,,,,,,10,13,,,,,,,,,24
,,,ABA,,6,,0,,,,0,0,,,,,,,,,12
,,,,,,,,,,,,,,,,,,,,,
1 Season,,SEA,NBA,,6,,,,,,10,13,,,,,,,,,22
1 Season,,ATL,NBA,,7,,,,,,10,13,,,,,,,,,24
1 Season,,NYK,NBA,,1,1,,,,,2,2,,,0,2,,,,2,4
1 Season,,SSL,ABA,,6,,0,,,,0,0,,,,,,,,,12
