Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,22,LAS,ABA,PG,71,2314,13.6,0.492,0.062,0.302,NA,NA,5.9,15.5,NA,NA,14.4,21,NA,1.8,1.3,3.1,0.064
1969-70,23,LAS,ABA,PG,52,1118,8.2,0.425,0.093,0.24,NA,NA,5.4,14.1,NA,NA,13.8,20.1,NA,-1.1,0.9,-0.2,-0.009
1970-71,24,UTS,ABA,PG,65,1902,13.1,0.48,0.024,0.292,NA,NA,5.9,15.8,NA,NA,12.9,20.9,NA,0.4,2.7,3.1,0.079
1971-72,25,UTS,ABA,PG,52,1136,11.7,0.508,0.036,0.265,4,5.7,4.9,18,NA,NA,16.1,18.6,NA,0.8,1,1.8,0.075
1972-73,26,MMT,ABA,PG,22,420,6,0.422,0.107,0.34,2,6.9,4.4,24.1,NA,NA,22.8,14.1,NA,-0.4,0.2,-0.2,-0.027
Career,NA,,ABA,,262,6890,11.8,0.477,0.054,0.285,3.5,6,5.6,16.3,NA,NA,14.5,20,NA,1.5,6,7.5,0.052
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"LAS,UTS",ABA,,240,6470,12.2,0.479,0.052,0.282,4,5.7,5.6,15.8,NA,NA,14.1,20.4,NA,1.9,5.9,7.8,0.058
1 season,NA,MMT,ABA,,22,420,6,0.422,0.107,0.34,2,6.9,4.4,24.1,NA,NA,22.8,14.1,NA,-0.4,0.2,-0.2,-0.027
