Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1988-89,24,POR,NBA,C,1,0,7:00,2,5,0.4,0,0,NA,1,2,0.5,1,1,0,0,0,0,2,5
1990-91,26,POR,NBA,C,1,0,19:00,2,3,0.667,0,0,NA,2,2,1,2,4,0,1,0,2,3,6
Career,NA,,NBA,,2,0,26,4,8,0.5,0,0,NA,3,4,0.75,3,5,0,1,0,2,5,11
