,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1979-80,18,OREGON,27,445,55,123,,,32,43,,100,,,,,,142,.447,,.744,16.5,5.3,3.7,
1980-81,19,OREGON,27,739,128,232,,,82,93,,144,,,,,,338,.552,,.882,27.4,12.5,5.3,
1981-82,20,OREGON,27,856,145,308,,,139,173,,195,,,,,,429,.471,,.803,31.7,15.9,7.2,
Career,,,81,2040,328,663,,,253,309,,439,,,,,,909,.495,,.819,25.2,11.2,5.4,
