,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,22,UTA,NBA,PG,17,657,99%,1%,,,,+0.9,-1.7,34,22,24,4,35,5,326,9,20
2007-08,23,UTA,NBA,PG,12,513,100%,,,,,+0.2,+2.6,11,20,18,1,25,2,270,2,12
2008-09,24,UTA,NBA,PG,5,211,99%,2%,,,,-9.1,+5.5,15,3,6,2,16,2,117,1,4
2009-10,25,UTA,NBA,PG,10,398,97%,3%,,,,-3.3,-10.7,16,6,13,5,42,5,222,8,7
2012-13,28,BRK,NBA,PG,7,292,65%,35%,,,,-1.0,-17.9,11,10,8,0,14,3,130,3,2
2013-14,29,BRK,NBA,PG,12,428,100%,,,,,+4.1,+22.0,17,8,8,2,13,4,171,5,10
2014-15,30,BRK,NBA,PG,6,192,70%,30%,,,,-12.8,-19.6,12,4,8,0,2,2,73,1,5
2015-16,31,DAL,NBA,PG,3,49,,100%,,,,-39.0,-24.0,2,4,2,1,0,0,18,0,1
2016-17,32,CLE,NBA,PG,18,262,73%,27%,,,,+10.9,+3.4,9,5,13,1,2,4,92,1,1
Career,,,NBA,,90,3002,90%,10%,,,,-0.9,-0.9,127,82,100,16,149,27,1419,30,62
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,UTA,NBA,,44,1779,99%,1%,,,,-1.4,-1.6,76,51,61,12,118,14,935,20,43
3 seasons,,BRK,NBA,,25,912,83%,17%,,,,-1.1,+0.5,40,22,24,2,29,9,374,9,17
1 season,,CLE,NBA,,18,262,73%,27%,,,,+10.9,+3.4,9,5,13,1,2,4,92,1,1
1 season,,DAL,NBA,,3,49,,100%,,,,-39.0,-24.0,2,4,2,1,0,0,18,0,1
