,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1992-93,19,ARIZONA,28,582,44,104,7,31,22,48,,52,94,32,12,48,57,117,.423,.226,.458,20.8,4.2,1.9,3.4
1993-94,20,ARIZONA,35,1026,94,209,27,89,45,75,,131,122,60,21,66,101,260,.450,.303,.600,29.3,7.4,3.7,3.5
1994-95,21,ARIZONA,31,853,69,167,36,94,19,44,,96,113,49,14,88,90,193,.413,.383,.432,27.5,6.2,3.1,3.6
1995-96,22,ARIZONA,33,1090,108,250,45,117,63,86,,119,231,67,24,109,109,324,.432,.385,.733,33.0,9.8,3.6,7.0
Career,,,127,3551,315,730,115,331,149,253,,398,560,208,71,311,357,894,.432,.347,.589,28.0,7.0,3.1,4.4
