,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1995-96,18,CREIGHTON,29,752,158,342,46,118,59,81,,122,41,49,24,49,48,421,.462,.390,.728,25.9,14.5,4.2,1.4
1996-97,19,CREIGHTON,30,947,225,512,58,153,81,110,,168,48,44,18,63,60,589,.439,.379,.736,31.6,19.6,5.6,1.6
1997-98,20,CREIGHTON,28,,189,446,53,162,99,138,,204,58,43,9,,,530,.424,.327,.717,,18.9,7.3,2.1
1998-99,21,CREIGHTON,31,1011,206,439,55,125,109,133,,222,68,59,8,72,56,576,.469,.440,.820,32.6,18.6,7.2,2.2
Career,,,118,2710,778,1739,212,558,348,462,,716,215,195,59,184,164,2116,.447,.380,.753,30.1,17.9,6.1,1.8
