,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,PHI,NBA,SF,47,573,,34%,65%,,,-0.6,-6.2,14,9,30,4,12,0,37,1,6
2001-02,24,MEM,NBA,SG,63,1769,2%,86%,12%,,,-9.6,-2.6,40,16,59,6,36,0,153,7,30
2003-04,26,SAC,NBA,SF,22,141,,25%,75%,,,-24.3,-30.9,3,0,2,1,2,0,14,0,5
2004-05,27,NJN,NBA,SF,64,1313,,67%,33%,1%,,-9.7,-11.9,18,5,41,6,20,0,140,1,20
Career,,,NBA,,196,3796,1%,69%,29%,,,-8.8,-7.4,75,30,132,17,70,0,344,9,61
,,,,,,,,,,,,,,,,,,,,,,
1 season,,NJN,NBA,,64,1313,,67%,33%,1%,,-9.7,-11.9,18,5,41,6,20,0,140,1,20
1 season,,MEM,NBA,,63,1769,2%,86%,12%,,,-9.6,-2.6,40,16,59,6,36,0,153,7,30
1 season,,PHI,NBA,,47,573,,34%,65%,,,-0.6,-6.2,14,9,30,4,12,0,37,1,6
1 season,,SAC,NBA,,22,141,,25%,75%,,,-24.3,-30.9,3,0,2,1,2,0,14,0,5
