Season,Team,Lg,Salary
2009-10,Golden State Warriors,NBA,"$2,710,560"
2010-11,Golden State Warriors,NBA,"$2,913,840"
2011-12,Golden State Warriors,NBA,"$3,117,120"
2012-13,Golden State Warriors,NBA,"$3,958,742"
2013-14,Golden State Warriors,NBA,"$9,887,642"
2014-15,Golden State Warriors,NBA,"$10,629,213"
2015-16,Golden State Warriors,NBA,"$11,370,786"
2016-17,Golden State Warriors,NBA,"$12,112,359"
2017-18,Golden State Warriors,NBA,"$34,682,550"
2018-19,Golden State Warriors,NBA,"$37,457,154"
Career,(may be incomplete),,"$128,839,966"
