,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,24,GSW,NBA,PG,12,497,100%,,,,,+4.4,+25.2,16,15,16,1,16,6,214,2,7
2013-14,25,GSW,NBA,PG,7,296,97%,4%,,,,+0.8,+37.4,15,9,9,1,14,0,131,3,5
2014-15,26,GSW,NBA,PG,21,826,100%,,,,,+9.7,+7.6,49,23,14,3,32,0,306,5,19
2015-16,27,GSW,NBA,PG,18,614,100%,,,,,+3.0,-3.7,9,62,13,2,26,5,227,9,15
2016-17,28,GSW,NBA,PG,17,601,100%,,,,,+18.5,+20.6,34,20,12,2,29,6,267,6,9
2017-18,29,GSW,NBA,PG,15,555,99%,1%,,,,+12.0,+3.8,21,15,13,3,23,6,183,10,20
2018-19,30,GSW,NBA,PG,22,846,93%,7%,,,,+6.1,+13.2,33,15,23,9,49,8,286,11,18
Career,,,NBA,,112,4235,98%,2%,,,,+8.3,+12.6,177,159,100,21,189,31,1614,46,93
