Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,25,GSW,NBA,PG,1,1,27:36,4,14,0.286,2,11,0.182,2,2,1,1,3,11,1,0,2,1,12
2014-15,26,GSW,NBA,PG,1,1,26:36,6,16,0.375,3,10,0.3,0,0,NA,4,9,5,1,0,5,1,15
2015-16,27,GSW,NBA,PG,1,1,28:50,10,18,0.556,6,13,0.462,0,0,NA,1,5,6,4,0,2,1,26
2016-17,28,GSW,NBA,PG,1,1,28:18,8,16,0.5,5,11,0.455,0,0,NA,1,4,6,1,0,0,3,21
2017-18,29,GSW,NBA,PG,1,1,26:35,4,14,0.286,3,11,0.273,0,0,NA,2,6,5,1,0,6,0,11
2018-19,30,GSW,NBA,PG,1,1,29:25,6,23,0.261,4,17,0.235,1,1,1,1,9,7,0,0,2,0,17
Career,NA,,NBA,,6,6,167,38,101,0.376,23,73,0.315,3,3,1,10,36,40,8,0,17,6,102
