Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,22,TOT,NBA,PF,71,NA,1778,5.9,16.6,0.357,2.7,3.9,0.677,12.5,1.7,3.8,14.5
1956-57,22,STL,NBA,,19,NA,438,6.3,17.3,0.365,3.4,4.9,0.683,13.7,1.8,4.7,16
1956-57,22,NYK,NBA,PF,52,NA,1340,5.8,16.4,0.355,2.4,3.6,0.674,12.1,1.7,3.5,14.1
1957-58,23,NYK,NBA,SF,68,NA,2369,7.2,18.1,0.397,4.3,5.2,0.826,12.1,1.5,3.3,18.7
1958-59,24,NYK,NBA,SF,68,NA,2061,7.1,18.7,0.378,4.5,5.4,0.83,12.6,1.8,4.1,18.7
1959-60,25,NYK,NBA,SF,65,NA,2250,8.8,20.6,0.428,4.6,5.5,0.836,14.7,2.2,3.4,22.2
1960-61,26,NYK,NBA,SF,79,NA,2976,8.9,20.8,0.428,4.5,5.5,0.816,12.8,2.3,3.2,22.3
1961-62,27,NYK,NBA,SF,75,NA,2978,9,21.7,0.415,4.6,5.5,0.842,10.5,2.3,3.1,22.7
1962-63,28,TOT,NBA,SF,70,NA,1901,7,16.8,0.417,3.1,3.9,0.802,9.8,1.9,3.9,17.2
1962-63,28,NYK,NBA,SF,23,NA,676,8.3,20,0.413,4.2,5.1,0.813,10.7,2.3,2.2,20.7
1962-63,28,SFW,NBA,SF,47,NA,1225,6.3,15,0.42,2.6,3.3,0.793,9.3,1.7,4.8,15.2
1963-64,29,BOS,NBA,SF,78,NA,1409,8.2,19.6,0.417,3.2,4,0.796,9.1,1.6,5.3,19.6
1964-65,30,BOS,NBA,SF,71,NA,1465,7.4,19.3,0.384,3.5,4.3,0.813,8.3,1.8,5.5,18.4
1965-66,31,BOS,NBA,SF,71,NA,1433,8.2,20.5,0.402,2.6,3.3,0.794,8,1.8,4.9,19.1
Career,NA,,NBA,,716,NA,20620,7.9,19.5,0.406,3.9,4.8,0.812,11.4,1.9,3.9,19.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NYK,NBA,,430,NA,14650,8.1,19.8,0.408,4.3,5.3,0.819,12.3,2,3.4,20.4
3 seasons,NA,BOS,NBA,,220,NA,4307,7.9,19.8,0.401,3.1,3.9,0.802,8.5,1.7,5.3,19
1 season,NA,SFW,NBA,,47,NA,1225,6.3,15,0.42,2.6,3.3,0.793,9.3,1.7,4.8,15.2
1 season,NA,STL,NBA,,19,NA,438,6.3,17.3,0.365,3.4,4.9,0.683,13.7,1.8,4.7,16
