Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,22,TOT,NBA,PF,71,1778,13.7,0.396,0.238,NA,NA,NA,NA,NA,-1.2,1.6,0.4,0.012
1956-57,22,STL,NBA,,19,438,15.4,0.411,0.284,NA,NA,NA,NA,NA,-0.1,0.5,0.4,0.046
1956-57,22,NYK,NBA,PF,52,1340,13.2,0.391,0.222,NA,NA,NA,NA,NA,-1.1,1.1,0,0
1957-58,23,NYK,NBA,SF,68,2369,17.1,0.458,0.289,NA,NA,NA,NA,NA,3.1,1.6,4.6,0.094
1958-59,24,NYK,NBA,SF,68,2061,16.5,0.442,0.29,NA,NA,NA,NA,NA,1.2,1.4,2.6,0.061
1959-60,25,NYK,NBA,SF,65,2250,20,0.483,0.266,NA,NA,NA,NA,NA,4.1,1.2,5.3,0.113
1960-61,26,NYK,NBA,SF,79,2976,19.1,0.48,0.265,NA,NA,NA,NA,NA,4.6,1.2,5.7,0.092
1961-62,27,NYK,NBA,SF,75,2978,17.7,0.47,0.253,NA,NA,NA,NA,NA,2.8,2.7,5.5,0.089
1962-63,28,TOT,NBA,SF,70,1901,13.4,0.463,0.233,NA,NA,NA,NA,NA,0.4,1.4,1.8,0.046
1962-63,28,NYK,NBA,SF,23,676,17.3,0.465,0.256,NA,NA,NA,NA,NA,0.2,0.4,0.7,0.046
1962-63,28,SFW,NBA,SF,47,1225,11.2,0.462,0.217,NA,NA,NA,NA,NA,0.2,1,1.2,0.046
1963-64,29,BOS,NBA,SF,78,1409,14.4,0.458,0.204,NA,NA,NA,NA,NA,0.4,3.5,3.9,0.132
1964-65,30,BOS,NBA,SF,71,1465,12.4,0.433,0.224,NA,NA,NA,6.8,NA,-0.5,3.1,2.6,0.085
1965-66,31,BOS,NBA,SF,71,1433,12.5,0.435,0.161,NA,NA,NA,7.4,NA,-0.7,2.5,1.8,0.059
Career,NA,,NBA,,716,20620,16.3,0.457,0.249,NA,NA,NA,7.1,NA,14.2,20.1,34.3,0.08
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NYK,NBA,,430,14650,17.6,0.462,0.266,NA,NA,NA,NA,NA,14.9,9.5,24.5,0.08
3 seasons,NA,BOS,NBA,,220,4307,13.1,0.442,0.196,NA,NA,NA,7.1,NA,-0.9,9.1,8.2,0.092
1 season,NA,SFW,NBA,,47,1225,11.2,0.462,0.217,NA,NA,NA,NA,NA,0.2,1,1.2,0.046
1 season,NA,STL,NBA,,19,438,15.4,0.411,0.284,NA,NA,NA,NA,NA,-0.1,0.5,0.4,0.046
