,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,22,TOT,NBA,,10,,8,9,,,6,23
1956-57,22,STL,NBA,,9,,7,9,,,6,23
1956-57,22,NYK,NBA,,10,,8,9,,,5,23
1957-58,23,NYK,NBA,,15,,14,14,,,,35
1958-59,24,NYK,NBA,,12,,12,12,,,,30
1959-60,25,NYK,NBA,,15,,14,15,,,,36
1960-61,26,NYK,NBA,,23,,11,,,,,49
1961-62,27,NYK,NBA,,18,,15,,,,,42
1962-63,28,TOT,NBA,,14,,8,,,,,32
1962-63,28,NYK,NBA,,14,,7,9,,,5,32
1962-63,28,SFW,NBA,,14,,8,,,,,29
1963-64,29,BOS,NBA,,14,,7,7,,,,30
1964-65,30,BOS,NBA,,11,,8,9,,,,25
1965-66,31,BOS,NBA,,12,,6,8,,,,28
Career,,,,,23,,15,,,,,49
7 Seasons,,NYK,NBA,,23,,15,,,,,49
3 Seasons,,BOS,NBA,,14,,8,9,,,,30
1 Season,,SFW,NBA,,14,,8,,,,,29
1 Season,,STL,NBA,,9,,7,9,,,6,23
