Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,24,CHS,BAA,NA,51,NA,NA,0.316,0.261,NA,NA,NA,NA,NA,0.4,1.3,1.7,NA
1947-48,25,CHS,BAA,NA,48,NA,NA,0.347,0.248,NA,NA,NA,NA,NA,2.2,2.3,4.5,NA
1948-49,26,CHS,BAA,NA,56,NA,NA,0.428,0.431,NA,NA,NA,NA,NA,2,2.5,4.6,NA
1949-50,27,WSC,NBA,NA,68,NA,NA,0.431,0.636,NA,NA,NA,NA,NA,2.3,2,4.3,NA
1950-51,28,WSC,NBA,NA,16,NA,NA,0.34,0.525,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,NA
Career,NA,,TOT,NA,239,NA,NA,0.379,0.387,NA,NA,NA,NA,NA,6.6,8.4,15.1,NA
,NA,,BAA,NA,155,NA,NA,0.361,0.296,NA,NA,NA,NA,NA,4.6,6.2,10.8,NA
,NA,,NBA,NA,84,NA,NA,0.419,0.62,NA,NA,NA,NA,NA,2,2.2,4.2,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CHS,BAA,NA,155,NA,NA,0.361,0.296,NA,NA,NA,NA,NA,4.6,6.2,10.8,NA
2 seasons,NA,WSC,NBA,NA,84,NA,NA,0.419,0.62,NA,NA,NA,NA,NA,2,2.2,4.2,NA
