,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,24,CHS,BAA,,7,,1,3,,,5,15
1947-48,25,CHS,BAA,,6,,6,10,,,6,16
1948-49,26,CHS,BAA,,1,,1,2,,,5,3
Career,,,,,7,,6,10,,,6,16
