Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24,CHS,BAA,NA,51,NA,NA,1.5,5,0.3,0.5,1.3,0.394,NA,0.4,2.7,3.5
1947-48,25,CHS,BAA,NA,48,NA,NA,3.8,12.4,0.303,2,3.1,0.655,NA,1.6,4.8,9.6
1948-49,26,CHS,BAA,NA,56,NA,NA,2,5,0.391,1.2,2.2,0.545,NA,2.2,3.5,5.1
1949-50,27,WSC,NBA,NA,68,NA,NA,1.9,5.6,0.335,2.4,3.5,0.68,NA,1.6,4,6.1
1950-51,28,WSC,NBA,NA,16,NA,NA,1.1,3.8,0.279,1.1,2,0.531,4.7,1.1,3.6,3.2
Career,NA,,TOT,NA,239,NA,NA,2.1,6.6,0.325,1.5,2.5,0.609,4.7,1.5,3.7,5.8
,NA,,BAA,NA,155,NA,NA,2.4,7.3,0.324,1.2,2.2,0.564,NA,1.4,3.6,6
,NA,,NBA,NA,84,NA,NA,1.7,5.2,0.327,2.2,3.3,0.663,4.7,1.5,4,5.6
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CHS,BAA,NA,155,NA,NA,2.4,7.3,0.324,1.2,2.2,0.564,NA,1.4,3.6,6
2 seasons,NA,WSC,NBA,NA,84,NA,NA,1.7,5.2,0.327,2.2,3.3,0.663,4.7,1.5,4,5.6
