Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Geert Hammink,,0,0,0,NA
Ruben Boumtje-Boumtje,-28.0,0.2,0,0,NA
Dan O'Sullivan,-36.8,0.1,0.1,0,0
Gary Leonard,-43.7,0.1,0,0,NA
Joe Cooper,-55.3,0.2,0.1,0,NA
Tom Riker,-56.7,0.2,0.2,0,NA
Alan Ogg,-75.9,0.5,0.3,0,NA
Hamady N'Diaye,-76.3,0.1,0,0,NA
Patrick O'Bryant,-79.0,0.3,0.2,0,0
Oleksiy Pecherov,-80.2,0.5,0.1,0,NA
Mike Peplowski,-80.9,0.9,0.1,0,NA
