Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Corky Devlin,,1.8,1.2,0.8
Jon McGlocklin,95.6,1.8,1.1,0.9
Todd Lichti,93.9,1.8,1.3,1
Nelson Bobb,92.9,1.8,1.2,1.1
Rex Walters,91.4,1.6,1.2,0.9
Justin Anderson,89.9,1.9,1.2,1.1
Lloyd Walton,89.9,1.9,1.1,1.1
Al Bianchi,89.8,1.8,1.5,0.8
Steven Kramer,89.6,1.9,1.2,1.1
Dion Waiters,89.5,1.6,1.1,0.9
Dirk Minniefield,89.2,1.9,1.1,1.1
