,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1951-52,23,NYK,NBA,,5,,6,12,,,6,14
1952-53,24,NYK,NBA,,5,,8,,,,,15
1953-54,25,NYK,NBA,,4,,6,10,,,,11
Career,,,,,5,,8,,,,,15
3 Seasons,,NYK,NBA,,5,,8,,,,,15
