Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Keith Closs,,1.1,0.6,0.2
Bernard James,84.9,1.2,0.5,0.1
Daniel Santiago,81.3,1.2,0.6,0
Roger Brown,80.7,0.9,0.7,0.4
Ryan Hollins,79.3,1.1,1,0.2
Bill Wennington,78.7,0.9,0.5,0.4
Timofey Mozgov,78.3,1.1,0.7,0.6
Eric Fernsten,75.8,1.2,0.5,0
Pétur Guðmundsson,75.7,1.4,0.6,0.3
Chris Johnson,74.9,1,0.2,0.2
Rich Johnson,74.8,1.2,0.9,0.1
