Season,Team,Lg,Salary
1996-97,Miami Heat,NBA,"$247,500"
1997-98,Miami Heat,NBA,"$272,250"
1998-99,Miami Heat,NBA,"$2,100,000"
1999-00,Miami Heat,NBA,"$2,302,400"
2000-01,Denver Nuggets,NBA,"$2,400,000"
2001-02,Atlanta Hawks,NBA,"$715,850"
2002-03,Dallas Mavericks,NBA,"$60,361"
Career,(may be incomplete),,"$8,098,361"
