Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1994-95,24,IND,NBA,PF,4,9,13.8,0.387,0,0.667,27.4,26.3,26.9,0,0,8.6,20.5,24.8,NA,0,0,0,-0.024,NA,-1.8,-3.8,-5.6,0
1996-97,26,MIA,NBA,PF,31,153,11.1,0.448,0.017,0.35,12.6,16,14.3,1.2,1.4,5.1,17.8,25.9,NA,-0.3,0.3,0,-0.003,NA,-6.7,-1.5,-8.2,-0.2
1997-98,27,MIA,NBA,PF,51,847,17.4,0.572,0.004,0.305,11.4,17.8,14.7,5.6,1.2,2.9,13.3,19.4,NA,1.5,1.3,2.8,0.157,NA,0.1,0.2,0.2,0.5
1998-99,28,MIA,NBA,PF,32,357,14.7,0.529,0.01,0.257,9.5,16.4,13.2,4.7,1.1,1.7,10.4,17.4,NA,0.5,0.5,1,0.136,NA,-0.4,-0.3,-0.7,0.1
1999-00,29,MIA,NBA,SF,58,663,17.2,0.571,0,0.25,8.1,16,12.2,5.9,1.2,2,8.8,19.2,NA,1.3,0.9,2.2,0.161,NA,0.7,0.1,0.8,0.5
2000-01,30,TOT,NBA,SF,55,719,11.9,0.467,0.008,0.293,8.1,16.7,12.3,5.6,1.2,2.1,11.2,18.9,NA,0.1,0.5,0.6,0.037,NA,-2.1,-1.2,-3.3,-0.2
2000-01,30,DEN,NBA,SF,46,517,13.3,0.476,0.005,0.319,8.9,16.4,12.6,5.5,1.2,2.5,10.2,20.3,NA,0.2,0.4,0.6,0.054,NA,-1.7,-1,-2.7,-0.1
2000-01,30,NJN,NBA,SF,9,202,8.2,0.433,0.019,0.204,6.1,17.6,11.7,5.8,1,1.1,14.5,15.5,NA,-0.1,0.1,0,-0.006,NA,-3.2,-1.6,-4.8,-0.1
2001-02,31,ATL,NBA,SF,46,654,11.4,0.466,0.02,0.216,7.1,15.8,11.4,5.1,1.5,1.9,11.1,17.4,NA,-0.1,0.5,0.5,0.034,NA,-2.3,-1,-3.3,-0.2
2002-03,32,DAL,NBA,SF,4,13,16.3,0.4,0,0,42.3,17,29.7,0,0,0,16.7,20.9,NA,0,0,0,0.101,NA,1.5,-5.3,-3.8,0
Career,NA,,NBA,,281,3415,14.5,0.518,0.008,0.272,9.3,16.6,13,5.2,1.2,2.4,11.6,19,NA,3,4.1,7,0.099,NA,-1.1,-0.5,-1.6,0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MIA,NBA,,172,2020,16.4,0.553,0.005,0.283,10.1,16.8,13.6,5.2,1.2,2.6,11.9,19.5,NA,3,3,6,0.142,NA,-0.3,-0.1,-0.4,0.8
1 season,NA,ATL,NBA,,46,654,11.4,0.466,0.02,0.216,7.1,15.8,11.4,5.1,1.5,1.9,11.1,17.4,NA,-0.1,0.5,0.5,0.034,NA,-2.3,-1,-3.3,-0.2
1 season,NA,DEN,NBA,,46,517,13.3,0.476,0.005,0.319,8.9,16.4,12.6,5.5,1.2,2.5,10.2,20.3,NA,0.2,0.4,0.6,0.054,NA,-1.7,-1,-2.7,-0.1
1 season,NA,NJN,NBA,,9,202,8.2,0.433,0.019,0.204,6.1,17.6,11.7,5.8,1,1.1,14.5,15.5,NA,-0.1,0.1,0,-0.006,NA,-3.2,-1.6,-4.8,-0.1
1 season,NA,DAL,NBA,,4,13,16.3,0.4,0,0,42.3,17,29.7,0,0,0,16.7,20.9,NA,0,0,0,0.101,NA,1.5,-5.3,-3.8,0
1 season,NA,IND,NBA,,4,9,13.8,0.387,0,0.667,27.4,26.3,26.9,0,0,8.6,20.5,24.8,NA,0,0,0,-0.024,NA,-1.8,-3.8,-5.6,0
