,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,26,PIT,BAA,,10,,8,,,,,25
1947-48,27,BOS,BAA,,5,,4,,,,,11
1948-49,28,BOS,BAA,,5,,4,4,,,,11
Career,,,,,10,,8,,,,,25
1 Season,,PIT,BAA,,10,,8,,,,,25
2 Seasons,,BOS,BAA,,5,,4,,,,,11
