Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1976-77,25,BOS,NBA,SF,9,NA,66,8.1,22.4,0.364,3.4,4.1,0.833,0.7,5.4,6.1,3.4,0.7,0,NA,14.3,19.7,NA,NA,101
Career,NA,,NBA,,9,NA,66,8.1,22.4,0.364,3.4,4.1,0.833,0.7,5.4,6.1,3.4,0.7,0,NA,14.3,19.7,NA,NA,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,9,NA,66,8.1,22.4,0.364,3.4,4.1,0.833,0.7,5.4,6.1,3.4,0.7,0,NA,14.3,19.7,NA,NA,101
