Season,Team,Lg,Salary
2016-17,Boston Celtics,NBA,"$50,000"
2017-18,Atlanta Hawks,NBA,"$138,240"
2018-19,Golden State Warriors,NBA,< $Minimum
Career,(may be incomplete),,"$188,240"
