Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,24,OKC,NBA,SG,5,5,36.2,4.2,12.2,0.344,1.2,5,0.24,3,7.2,0.417,0.393,1.2,1.2,1,0.4,5.2,5.6,2,1.4,0.6,1.2,3.4,10.8
2017-18,25,IND,NBA,SG,7,7,37.3,7.6,18.1,0.417,3.3,8.1,0.404,4.3,10,0.429,0.508,4.3,5.9,0.732,0.4,7.9,8.3,6,2.4,0.4,3.4,1.6,22.7
Career,NA,,NBA,,12,12,36.8,6.2,15.7,0.394,2.4,6.8,0.354,3.8,8.8,0.425,0.471,3,3.9,0.766,0.4,6.8,7.2,4.3,2,0.5,2.5,2.3,17.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,IND,NBA,,7,7,37.3,7.6,18.1,0.417,3.3,8.1,0.404,4.3,10,0.429,0.508,4.3,5.9,0.732,0.4,7.9,8.3,6,2.4,0.4,3.4,1.6,22.7
1 season,NA,OKC,NBA,,5,5,36.2,4.2,12.2,0.344,1.2,5,0.24,3,7.2,0.417,0.393,1.2,1.2,1,0.4,5.2,5.6,2,1.4,0.6,1.2,3.4,10.8
