,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,21,ORL,NBA,PG,80,2487,59%,41%,,,,-5.4,+1.0,122,87,94,22,134,17,728,25,90
2014-15,22,ORL,NBA,SG,72,2573,16%,71%,12%,,,-6.2,-0.4,90,75,68,24,134,10,673,19,95
2015-16,23,ORL,NBA,SG,72,2379,19%,78%,3%,,,-0.1,+3.9,66,64,78,8,93,10,642,14,68
2016-17,24,OKC,NBA,SG,67,2222,3%,94%,4%,,,+3.5,+6.8,51,45,81,10,67,2,401,17,53
2017-18,25,IND,NBA,SG,75,2552,1%,92%,7%,,,+6.4,+13.7,100,73,67,15,146,10,751,31,88
2018-19,26,IND,NBA,SG,36,1147,,89%,11%,,,+5.3,+2.8,45,29,29,1,59,22,429,13,50
2019-20,27,IND,NBA,SG,13,337,,74%,26%,,,+0.9,-1.6,15,13,10,0,17,11,83,3,8
Career,,,NBA,,415,13697,18%,76%,6%,,,+0.1,+4.6,489,386,427,80,650,82,3707,122,452
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ORL,NBA,,224,7439,31%,63%,5%,,,-4.0,+1.4,278,226,240,54,361,37,2043,58,253
3 seasons,,IND,NBA,,124,4036,,90%,10%,,,+5.6,+9.3,160,115,106,16,222,43,1263,47,146
1 season,,OKC,NBA,,67,2222,3%,94%,4%,,,+3.5,+6.8,51,45,81,10,67,2,401,17,53
