Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,25,IND,NBA,SG,1,0,15:00,3,8,0.375,1,6,0.167,0,0,NA,0,2,3,3,0,0,0,7
2018-19,26,IND,NBA,SG,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,1,0,15,3,8,0.375,1,6,0.167,0,0,NA,0,2,3,3,0,0,0,7
