Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1973-74,23,BOS,NBA,C,24,NA,137,21,64,0.328,22,38,0.579,14,25,39,11,5,0,33,64
1974-75,24,BOS,NBA,C,3,NA,9,0,2,0,0,2,0,0,2,2,0,0,0,0,0
Career,NA,,NBA,,27,NA,146,21,66,0.318,22,40,0.55,14,27,41,11,5,0,33,64
