,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,CIN,NBA,,1,6,0,0,,,7,0,,,4,2
1969-70,25,CHI,NBA,,5,9,4,6,,,7,1,,,5,11
1973-74,29,CAP,NBA,,0,0,0,0,0,0,0,0,0,0,0,0
Career,,,,,5,9,4,6,,,7,1,,,5,11
1 Season,,CHI,NBA,,5,9,4,6,,,7,1,,,5,11
1 Season,,CIN,NBA,,1,6,0,0,,,7,0,,,4,2
1 Season,,CAP,NBA,,0,0,0,0,0,0,0,0,0,0,0,0
