Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,CIN,NBA,C,64,NA,909,131,333,0.393,52,123,0.423,NA,NA,329,19,NA,NA,161,314
1967-68,23,CIN,NBA,C,66,NA,918,188,404,0.465,76,152,0.5,NA,NA,281,34,NA,NA,168,452
1968-69,24,CIN,NBA,C,82,NA,1334,245,534,0.459,134,207,0.647,NA,NA,403,47,NA,NA,191,624
1969-70,25,CHI,NBA,C,72,NA,1407,270,648,0.417,145,219,0.662,NA,NA,455,68,NA,NA,184,685
1970-71,26,CLE,NBA,C,82,NA,2425,565,1241,0.455,325,473,0.687,NA,NA,713,83,NA,NA,295,1455
1971-72,27,CLE,NBA,C,82,NA,2185,412,1006,0.41,196,291,0.674,NA,NA,711,76,NA,NA,245,1020
1972-73,28,TOT,NBA,C,57,NA,474,77,202,0.381,26,46,0.565,NA,NA,151,31,NA,NA,77,180
1972-73,28,CLE,NBA,C,12,NA,110,14,47,0.298,8,12,0.667,NA,NA,38,7,NA,NA,21,36
1972-73,28,PHO,NBA,C,45,NA,364,63,155,0.406,18,34,0.529,NA,NA,113,24,NA,NA,56,144
1973-74,29,CAP,NBA,C,39,NA,400,71,151,0.47,26,43,0.605,63,73,136,14,9,20,74,168
1974-75,30,TOT,NBA,C,45,NA,247,42,93,0.452,16,27,0.593,18,45,63,12,7,5,51,100
1974-75,30,PHI,NBA,C,4,NA,33,5,9,0.556,2,4,0.5,4,4,8,1,0,0,8,12
1974-75,30,MIL,NBA,C,41,NA,214,37,84,0.44,14,23,0.609,14,41,55,11,7,5,43,88
1975-76,31,LAL,NBA,C,1,NA,7,1,2,0.5,2,4,0.5,0,1,1,1,0,0,2,4
Career,NA,,NBA,,590,NA,10306,2002,4614,0.434,998,1585,0.63,81,119,3243,385,16,25,1448,5002
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CIN,NBA,,212,NA,3161,564,1271,0.444,262,482,0.544,NA,NA,1013,100,NA,NA,520,1390
3 seasons,NA,CLE,NBA,,176,NA,4720,991,2294,0.432,529,776,0.682,NA,NA,1462,166,NA,NA,561,2511
1 season,NA,CHI,NBA,,72,NA,1407,270,648,0.417,145,219,0.662,NA,NA,455,68,NA,NA,184,685
1 season,NA,PHO,NBA,,45,NA,364,63,155,0.406,18,34,0.529,NA,NA,113,24,NA,NA,56,144
1 season,NA,MIL,NBA,,41,NA,214,37,84,0.44,14,23,0.609,14,41,55,11,7,5,43,88
1 season,NA,CAP,NBA,,39,NA,400,71,151,0.47,26,43,0.605,63,73,136,14,9,20,74,168
1 season,NA,PHI,NBA,,4,NA,33,5,9,0.556,2,4,0.5,4,4,8,1,0,0,8,12
1 season,NA,LAL,NBA,,1,NA,7,1,2,0.5,2,4,0.5,0,1,1,1,0,0,2,4
