Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,22,CIN,NBA,C,64,909,8.6,0.406,0.369,NA,NA,NA,2.6,NA,NA,NA,-1.1,0.6,-0.4,-0.022,NA,NA,NA,NA,NA
1967-68,23,CIN,NBA,C,66,918,12.6,0.48,0.376,NA,NA,NA,5.1,NA,NA,NA,0.5,0.2,0.7,0.037,NA,NA,NA,NA,NA
1968-69,24,CIN,NBA,C,82,1334,13.6,0.499,0.388,NA,NA,NA,4.9,NA,NA,NA,1.5,0.2,1.7,0.063,NA,NA,NA,NA,NA
1969-70,25,CHI,NBA,C,72,1407,13.2,0.46,0.338,NA,NA,NA,6.8,NA,NA,NA,-0.5,1.7,1.2,0.041,NA,NA,NA,NA,NA
1970-71,26,CLE,NBA,C,82,2425,17.1,0.502,0.381,NA,NA,14.2,5.7,NA,NA,NA,3.2,0.9,4.1,0.082,NA,NA,NA,NA,NA
1971-72,27,CLE,NBA,C,82,2185,13.2,0.45,0.289,NA,NA,15.8,5.1,NA,NA,NA,-1.1,2.3,1.2,0.026,NA,NA,NA,NA,NA
1972-73,28,TOT,NBA,C,57,474,10.3,0.405,0.228,NA,NA,15.5,8.8,NA,NA,NA,-0.7,0.4,-0.3,-0.026,NA,NA,NA,NA,NA
1972-73,28,CLE,NBA,C,12,110,7.8,0.344,0.255,NA,NA,16.8,8.6,NA,NA,NA,-0.4,0.2,-0.2,-0.082,NA,NA,NA,NA,NA
1972-73,28,PHO,NBA,C,45,364,11.1,0.424,0.219,NA,NA,15.1,8.9,NA,NA,NA,-0.3,0.3,-0.1,-0.01,NA,NA,NA,NA,NA
1973-74,29,CAP,NBA,C,39,400,15.1,0.494,0.285,14.8,17.6,16.2,5,1,2.5,NA,0.3,0.7,1,0.121,NA,-1.9,0.1,-1.9,0
1974-75,30,TOT,NBA,C,45,247,12,0.477,0.29,7.7,18.4,13.3,7,1.3,1.1,NA,-0.1,0.3,0.2,0.046,NA,-4,-0.1,-4.1,-0.1
1974-75,30,PHI,NBA,C,4,33,10.7,0.558,0.444,12.2,12.4,12.3,4.4,0,0,NA,0,0,0,0.065,NA,-4,-0.3,-4.4,0
1974-75,30,MIL,NBA,C,41,214,12.2,0.467,0.274,7.1,19.4,13.4,7.4,1.5,1.2,NA,-0.1,0.3,0.2,0.043,NA,-4,-0.1,-4.1,-0.1
1975-76,31,LAL,NBA,C,1,7,13.3,0.532,2,0,13.2,6.8,18.9,0,0,NA,0,0,0,0.042,NA,-4.6,0,-4.6,0
Career,NA,,NBA,,590,10306,13.6,0.471,0.344,12,17.9,15,5.4,1.1,2,NA,2.2,7.4,9.5,0.044,NA,-2.7,0,-2.7,-0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CIN,NBA,,212,3161,11.9,0.469,0.379,NA,NA,NA,4.3,NA,NA,NA,0.9,1.1,2.1,0.031,NA,NA,NA,NA,NA
3 seasons,NA,CLE,NBA,,176,4720,15.1,0.476,0.338,NA,NA,15,5.5,NA,NA,NA,1.8,3.4,5.1,0.052,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,72,1407,13.2,0.46,0.338,NA,NA,NA,6.8,NA,NA,NA,-0.5,1.7,1.2,0.041,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,45,364,11.1,0.424,0.219,NA,NA,15.1,8.9,NA,NA,NA,-0.3,0.3,-0.1,-0.01,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,41,214,12.2,0.467,0.274,7.1,19.4,13.4,7.4,1.5,1.2,NA,-0.1,0.3,0.2,0.043,NA,-4,-0.1,-4.1,-0.1
1 season,NA,CAP,NBA,,39,400,15.1,0.494,0.285,14.8,17.6,16.2,5,1,2.5,NA,0.3,0.7,1,0.121,NA,-1.9,0.1,-1.9,0
1 season,NA,PHI,NBA,,4,33,10.7,0.558,0.444,12.2,12.4,12.3,4.4,0,0,NA,0,0,0,0.065,NA,-4,-0.3,-4.4,0
1 season,NA,LAL,NBA,,1,7,13.3,0.532,2,0,13.2,6.8,18.9,0,0,NA,0,0,0,0.042,NA,-4.6,0,-4.6,0
