Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,24,POR,NBA,C,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977-78,25,POR,NBA,C,1,1,31:00,6,14,0.429,NA,NA,NA,3,3,1,2,10,2,3,2,4,3,15
Career,NA,,NBA,,1,1,31,6,14,0.429,NA,NA,NA,3,3,1,2,10,2,3,2,4,3,15
