Season,Team,Lg,Salary
2016-17,San Antonio Spurs,NBA,"$75,000"
2017-18,Chicago Bulls,NBA,< $Minimum
2018-19,Chicago Bulls,NBA,"$1,349,383"
Career,(may be incomplete),,"$1,424,383"
