,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,22,BOS,NBA,PF,14,87,,,4%,44%,53%,+14.5,+16.5,0,0,9,1,5,0,5,1,2
2006-07,23,CLE,NBA,PF,4,18,,,,47%,53%,+16.1,+11.7,0,2,1,0,2,0,0,0,1
2007-08,24,CLE,NBA,PF,56,472,,,,21%,79%,-4.4,-4.8,5,6,55,5,16,0,24,2,9
2008-09,25,CHA,NBA,PF,6,52,,,,66%,34%,+5.4,+6.8,0,3,3,0,2,0,0,0,2
2009-10,26,PHO,NBA,PF,2,7,,,,,100%,-10.0,-15.5,0,0,1,0,0,0,0,0,0
Career,,,NBA,,82,636,,,1%,28%,71%,-0.5,-0.6,5,11,69,6,25,0,29,3,14
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,60,490,,,,22%,78%,-3.6,-4.2,5,8,56,5,18,0,24,2,10
1 season,,BOS,NBA,,14,87,,,4%,44%,53%,+14.5,+16.5,0,0,9,1,5,0,5,1,2
1 season,,CHA,NBA,,6,52,,,,66%,34%,+5.4,+6.8,0,3,3,0,2,0,0,0,2
1 season,,PHO,NBA,,2,7,,,,,100%,-10.0,-15.5,0,0,1,0,0,0,0,0,0
