,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,24,CLE,NBA,PF,5,20,,,,21%,79%,-9.8,-13.1,0,0,4,0,1,0,0,0,0
2009-10,26,PHO,NBA,PF,2,10,,,,,100%,-5.0,-11.0,0,1,0,0,0,0,0,0,0
2012-13,29,GSW,NBA,PF,2,2,,,,,100%,-93.3,-94.1,0,0,0,0,0,0,0,0,0
Career,,,NBA,,9,32,,,,13%,87%,-13.5,-17.5,0,1,4,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
1 season,,CLE,NBA,,5,20,,,,21%,79%,-9.8,-13.1,0,0,4,0,1,0,0,0,0
1 season,,GSW,NBA,,2,2,,,,,100%,-93.3,-94.1,0,0,0,0,0,0,0,0,0
1 season,,PHO,NBA,,2,10,,,,,100%,-5.0,-11.0,0,1,0,0,0,0,0,0,0
