,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,24,CLE,NBA,PF,5,20,.500,1.0,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,.500,1,,,,0,0
2009-10,26,PHO,NBA,PF,2,10,.500,0.0,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,.500,1,,,,0,0
2012-13,29,GSW,NBA,PF,2,2,,,,,,,,,,,,,,,,,0,,,,0,0
Career,,,NBA,,9,32,.500,0.5,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,.500,2,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,CLE,NBA,,5,20,.500,1.0,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,.500,1,,,,0,0
1 season,,GSW,NBA,,2,2,,,,,,,,,,,,,,,,,0,,,,0,0
1 season,,PHO,NBA,,2,10,.500,0.0,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,.500,1,,,,0,0
