,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2010-11,19,UNC,37,912,76,181,20,52,58,84,6,77,230,40,3,92,50,230,.420,.385,.690,24.6,6.2,2.1,6.2
2011-12,20,UNC,36,1189,105,225,28,79,55,79,6,94,351,43,6,101,56,293,.467,.354,.696,33.0,8.1,2.6,9.8
Career,,,73,2101,181,406,48,131,113,163,12,171,581,83,9,193,106,523,.446,.366,.693,28.8,7.2,2.3,8.0
