,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,21,PHO,NBA,PG,48,702,75%,24%,1%,,,-13.6,-8.0,44,8,18,1,4,4,330,2,5
2013-14,22,LAL,NBA,PG,54,1564,90%,9%,1%,,,-5.7,+0.7,117,15,19,11,16,1,1053,7,26
2014-15,23,MIL,NBA,PG,28,417,7%,89%,5%,,,+7.1,+7.1,28,3,6,1,5,2,190,3,6
2015-16,24,PHI,NBA,PG,30,400,58%,40%,2%,,,-15.4,-5.2,25,14,14,1,7,2,166,1,5
Career,,,NBA,,160,3083,71%,27%,2%,,,-7.0,-1.2,214,40,57,14,32,9,1739,13,42
,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAL,NBA,,54,1564,90%,9%,1%,,,-5.7,+0.7,117,15,19,11,16,1,1053,7,26
1 season,,PHO,NBA,,48,702,75%,24%,1%,,,-13.6,-8.0,44,8,18,1,4,4,330,2,5
1 season,,PHI,NBA,,30,400,58%,40%,2%,,,-15.4,-5.2,25,14,14,1,7,2,166,1,5
1 season,,MIL,NBA,,28,417,7%,89%,5%,,,+7.1,+7.1,28,3,6,1,5,2,190,3,6
