,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,30,TOT,BAA,,9,,5,,,,,20
1946-47,30,CLR,BAA,,8,,5,,,,,17
1946-47,30,TRH,BAA,,9,,5,,,,,20
1947-48,31,BLB,BAA,,7,,9,,,,,16
1948-49,32,WSC,BAA,,6,,10,12,,,,13
1949-50,33,TOT,NBA,,6,,7,10,,,,16
1949-50,33,WSC,NBA,,3,,4,5,,,,9
1949-50,33,TRI,NBA,,4,,5,5,,,,11
1949-50,33,SHE,NBA,,6,,7,10,,,,16
Career,,,TOT,,9,,10,,,,,20
,,,NBA,,6,,7,10,,,,16
,,,BAA,,9,,10,,,,,20
,,,,,,,,,,,,
2 Seasons,,WSC,BAA,,6,,10,12,,,,13
1 Season,,BLB,BAA,,7,,9,,,,,16
1 Season,,TRH,BAA,,9,,5,,,,,20
1 Season,,SHE,NBA,,6,,7,10,,,,16
1 Season,,CLR,BAA,,8,,5,,,,,17
1 Season,,TRI,NBA,,4,,5,5,,,,11
