Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,30,TOT,BAA,NA,57,NA,NA,0.291,0.252,NA,NA,NA,NA,NA,-0.4,0.9,0.6,NA
1946-47,30,CLR,BAA,NA,16,NA,NA,0.279,0.176,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,NA
1946-47,30,TRH,BAA,NA,41,NA,NA,0.296,0.288,NA,NA,NA,NA,NA,-0.1,0.7,0.7,NA
1947-48,31,BLB,BAA,NA,48,NA,NA,0.355,0.341,NA,NA,NA,NA,NA,2.1,0.9,2.9,NA
1948-49,32,WSC,BAA,NA,50,NA,NA,0.307,0.327,NA,NA,NA,NA,NA,-1.2,1.3,0,NA
1949-50,33,TOT,NBA,NA,50,NA,NA,0.401,0.519,NA,NA,NA,NA,NA,0.6,0.2,0.8,NA
1949-50,33,WSC,NBA,NA,13,NA,NA,0.375,0.622,NA,NA,NA,NA,NA,0,0.2,0.2,NA
1949-50,33,TRI,NBA,NA,8,NA,NA,0.378,0.467,NA,NA,NA,NA,NA,0,0.1,0.1,NA
1949-50,33,SHE,NBA,NA,29,NA,NA,0.42,0.5,NA,NA,NA,NA,NA,0.6,-0.1,0.4,NA
Career,NA,,TOT,NA,205,NA,NA,0.33,0.331,NA,NA,NA,NA,NA,1,3.2,4.3,NA
,NA,,BAA,NA,155,NA,NA,0.318,0.3,NA,NA,NA,NA,NA,0.5,3,3.5,NA
,NA,,NBA,NA,50,NA,NA,0.401,0.519,NA,NA,NA,NA,NA,0.6,0.2,0.8,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,WSC,BAA,NA,63,NA,NA,0.317,0.368,NA,NA,NA,NA,NA,-1.2,1.5,0.3,NA
1 season,NA,BLB,BAA,NA,48,NA,NA,0.355,0.341,NA,NA,NA,NA,NA,2.1,0.9,2.9,NA
1 season,NA,TRH,BAA,NA,41,NA,NA,0.296,0.288,NA,NA,NA,NA,NA,-0.1,0.7,0.7,NA
1 season,NA,SHE,NBA,NA,29,NA,NA,0.42,0.5,NA,NA,NA,NA,NA,0.6,-0.1,0.4,NA
1 season,NA,CLR,BAA,NA,16,NA,NA,0.279,0.176,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,NA
1 season,NA,TRI,NBA,NA,8,NA,NA,0.378,0.467,NA,NA,NA,NA,NA,0,0.1,0.1,NA
