Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,30,TOT,BAA,NA,57,NA,NA,NA,NA,0.237,NA,NA,0.681,NA,NA,NA,NA
1946-47,30,CLR,BAA,NA,16,NA,NA,NA,NA,0.244,NA,NA,0.645,NA,NA,NA,NA
1946-47,30,TRH,BAA,NA,41,NA,NA,NA,NA,0.234,NA,NA,0.692,NA,NA,NA,NA
1947-48,31,BLB,BAA,NA,48,NA,NA,NA,NA,0.284,NA,NA,0.731,NA,NA,NA,NA
1948-49,32,WSC,BAA,NA,50,NA,NA,NA,NA,0.234,NA,NA,0.714,NA,NA,NA,NA
1949-50,33,TOT,NBA,NA,50,NA,NA,NA,NA,0.297,NA,NA,0.755,NA,NA,NA,NA
1949-50,33,WSC,NBA,NA,13,NA,NA,NA,NA,0.267,NA,NA,0.679,NA,NA,NA,NA
1949-50,33,TRI,NBA,NA,8,NA,NA,NA,NA,0.289,NA,NA,0.714,NA,NA,NA,NA
1949-50,33,SHE,NBA,NA,29,NA,NA,NA,NA,0.311,NA,NA,0.803,NA,NA,NA,NA
Career,NA,,TOT,NA,205,NA,NA,NA,NA,0.259,NA,NA,0.719,NA,NA,NA,NA
,NA,,BAA,NA,155,NA,NA,NA,NA,0.253,NA,NA,0.71,NA,NA,NA,NA
,NA,,NBA,NA,50,NA,NA,NA,NA,0.297,NA,NA,0.755,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,WSC,BAA,NA,63,NA,NA,NA,NA,0.238,NA,NA,0.706,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,48,NA,NA,NA,NA,0.284,NA,NA,0.731,NA,NA,NA,NA
1 season,NA,TRH,BAA,NA,41,NA,NA,NA,NA,0.234,NA,NA,0.692,NA,NA,NA,NA
1 season,NA,SHE,NBA,NA,29,NA,NA,NA,NA,0.311,NA,NA,0.803,NA,NA,NA,NA
1 season,NA,CLR,BAA,NA,16,NA,NA,NA,NA,0.244,NA,NA,0.645,NA,NA,NA,NA
1 season,NA,TRI,NBA,NA,8,NA,NA,NA,NA,0.289,NA,NA,0.714,NA,NA,NA,NA
