Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,22,BOS,NBA,PF,39,,11.8,0.9,2.8,.324,0.5,0.8,.581,4.4,0.5,1.9,2.3
1953-54,23,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1954-55,24,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1955-56,25,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1956-57,26,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1957-58,27,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1958-59,28,BOS,NBA,PF,50,,13.3,1.7,5.2,.328,0.7,1.3,.578,5.5,0.4,2.3,4.2
1959-60,29,BOS,NBA,PF,71,,18.7,2.8,7.6,.373,1.1,1.6,.667,8.3,0.5,3.8,6.7
1960-61,30,BOS,NBA,PF,75,,16.6,2.4,6.6,.370,1.4,2.0,.693,7.3,0.5,3.7,6.3
1961-62,31,Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox)
1962-63,32,NYK,NBA,PF,70,,22.1,3.6,9.3,.390,1.7,2.7,.656,6.7,1.0,3.8,9.0
1963-64,33,NYK,NBA,PF,46,,12.0,1.6,4.1,.392,1.0,1.4,.677,3.4,0.5,2.7,4.2
Career,NA,,NBA,,351,,16.5,2.4,6.4,.371,1.1,1.7,.657,6.3,0.6,3.2,5.9
,NA,,,,,,,,,,,,,,,,
4 seasons,NA,BOS,NBA,,235,,15.7,2.1,6.0,.360,1.0,1.5,.655,6.8,0.5,3.1,5.3
2 seasons,NA,NYK,NBA,,116,,18.1,2.8,7.2,.390,1.4,2.2,.661,5.4,0.8,3.3,7.1
