Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,22,BOS,NBA,PF,39,NA,461,2.7,8.4,0.324,1.4,2.4,0.581,13.4,1.5,5.8,6.9
1958-59,28,BOS,NBA,PF,50,NA,663,4.7,14.2,0.328,2,3.5,0.578,15,1,6.4,11.3
1959-60,29,BOS,NBA,PF,71,NA,1330,5.4,14.6,0.373,2.1,3.1,0.667,16,0.9,7.3,12.9
1960-61,30,BOS,NBA,PF,75,NA,1242,5.3,14.3,0.37,3.1,4.4,0.693,15.9,1.2,8,13.7
1962-63,32,NYK,NBA,PF,70,NA,1544,5.9,15.2,0.39,2.8,4.3,0.656,10.9,1.6,6.1,14.7
1963-64,33,NYK,NBA,PF,46,NA,551,4.8,12.3,0.392,2.9,4.2,0.677,10.2,1.4,8.1,12.5
Career,NA,,NBA,,351,NA,5791,5.2,13.9,0.371,2.5,3.8,0.657,13.8,1.2,7,12.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,235,NA,3696,4.9,13.7,0.36,2.3,3.5,0.655,15.5,1.1,7.2,12.1
2 seasons,NA,NYK,NBA,,116,NA,2095,5.6,14.4,0.39,2.9,4.3,0.661,10.7,1.6,6.7,14.1
