Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,28,BOS,NBA,PF,11,NA,14.3,2.2,6,0.364,0.5,1.2,0.462,6.8,0.6,3.6,4.9
1959-60,29,BOS,NBA,PF,13,NA,20.7,2.6,6.8,0.386,1.2,1.7,0.727,8.9,0.2,4.5,6.5
1960-61,30,BOS,NBA,PF,9,NA,6.2,1.3,3.7,0.364,0.8,1.3,0.583,3.4,0.1,2.2,3.4
Career,NA,,NBA,,33,NA,14.6,2.1,5.7,0.374,0.9,1.4,0.617,6.7,0.3,3.6,5.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BOS,NBA,,33,NA,14.6,2.1,5.7,0.374,0.9,1.4,0.617,6.7,0.3,3.6,5.1
