,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,28,BOS,NBA,,4,11,4,6,15,,6,10
1959-60,29,BOS,NBA,,7,14,5,6,20,1,6,16
1960-61,30,BOS,NBA,,3,6,3,4,,1,4,8
Career,,,,,7,14,5,6,,,6,16
