Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,22,BOS,NBA,PF,39,NA,461,35,108,0.324,18,31,0.581,171,19,74,88
1958-59,28,BOS,NBA,PF,50,NA,663,86,262,0.328,37,64,0.578,276,19,117,209
1959-60,29,BOS,NBA,PF,71,NA,1330,201,539,0.373,76,114,0.667,590,32,270,478
1960-61,30,BOS,NBA,PF,75,NA,1242,183,495,0.37,106,153,0.693,550,40,275,472
1962-63,32,NYK,NBA,PF,70,NA,1544,254,651,0.39,122,186,0.656,469,70,263,630
1963-64,33,NYK,NBA,PF,46,NA,551,74,189,0.392,44,65,0.677,156,21,124,192
Career,NA,,NBA,,351,NA,5791,833,2244,0.371,403,613,0.657,2212,201,1123,2069
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,235,NA,3696,505,1404,0.36,237,362,0.655,1587,110,736,1247
2 seasons,NA,NYK,NBA,,116,NA,2095,328,840,0.39,166,251,0.661,625,91,387,822
