,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,TOT,NBA,C,74,1815,,,2%,57%,42%,-1.2,+0.5,30,47,94,32,85,0,122,23,52
2000-01,27,VAN,NBA,C,44,1267,,,,69%,31%,-5.6,+0.7,22,34,45,23,59,0,76,14,43
2000-01,27,NYK,NBA,C,30,548,,,5%,27%,68%,+9.6,+7.5,8,13,49,9,26,0,46,9,9
2001-02,28,NYK,NBA,PF,77,1563,,,,73%,27%,+2.4,+10.7,28,17,95,34,63,0,89,22,26
2002-03,29,NYK,NBA,PF,74,1850,,,,86%,14%,-0.5,+2.2,23,24,79,18,59,0,150,23,25
2003-04,30,NYK,NBA,PF,56,872,,,4%,59%,37%,-4.6,-3.8,12,21,48,21,33,0,65,10,14
2004-05,31,CHI,NBA,PF,70,1271,,,,61%,39%,+6.6,+7.9,17,21,71,30,71,0,131,15,38
2005-06,32,CHI,NBA,C,72,824,,,,63%,37%,+0.8,-0.2,17,8,54,21,45,23,88,10,15
2006-07,33,CHA,NBA,PF,26,220,,,,92%,8%,-4.2,-0.3,4,4,18,5,7,4,12,0,5
2007-08,34,CHA,NBA,C,22,166,,,,30%,70%,+5.4,+10.8,3,2,10,3,7,2,9,0,4
Career,,,NBA,,471,8581,,,1%,68%,32%,+0.7,+3.5,134,144,469,164,370,29,666,103,179
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,NYK,NBA,,237,4833,,,1%,70%,29%,+0.8,+4.5,71,75,271,82,181,0,350,64,74
2 seasons,,CHI,NBA,,142,2095,,,,62%,38%,+4.3,+4.7,34,29,125,51,116,23,219,25,53
2 seasons,,CHA,NBA,,48,386,,,,65%,35%,-0.1,+4.4,7,6,28,8,14,6,21,0,9
1 season,,VAN,NBA,,44,1267,,,,69%,31%,-5.6,+0.7,22,34,45,23,59,0,76,14,43
