Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,23,HOU,NBA,PF,57,1,860,112,204,0.549,0,3,0,112,201,0.557,0.549,49,81,0.605,75,123,198,18,12,22,57,112,273
1997-98,24,HOU,NBA,PF,58,3,903,129,266,0.485,0,1,0,129,265,0.487,0.485,92,122,0.754,73,134,207,24,10,27,47,112,350
1998-99,25,HOU,NBA,PF,41,10,903,156,304,0.513,0,0,NA,156,304,0.513,0.513,88,122,0.721,72,174,246,15,6,25,61,103,400
1999-00,26,VAN,NBA,PF,82,82,2677,420,830,0.506,0,2,0,420,828,0.507,0.506,236,298,0.792,196,367,563,97,36,58,217,287,1076
2000-01,27,TOT,NBA,C,74,45,1815,247,507,0.487,0,3,0,247,504,0.49,0.487,171,224,0.763,139,249,388,56,34,45,145,237,665
2000-01,27,VAN,NBA,C,44,40,1267,180,386,0.466,0,3,0,180,383,0.47,0.466,120,154,0.779,102,187,289,36,19,26,104,136,480
2000-01,27,NYK,NBA,C,30,5,548,67,121,0.554,0,0,NA,67,121,0.554,0.554,51,70,0.729,37,62,99,20,15,19,41,101,185
2001-02,28,NYK,NBA,PF,77,4,1563,237,450,0.527,0,2,0,237,448,0.529,0.527,122,172,0.709,125,224,349,37,30,36,95,250,596
2002-03,29,NYK,NBA,PF,74,64,1850,225,443,0.508,0,0,NA,225,443,0.508,0.508,123,150,0.82,165,311,476,62,12,23,90,231,573
2003-04,30,NYK,NBA,PF,56,3,872,100,202,0.495,0,0,NA,100,202,0.495,0.495,58,78,0.744,58,119,177,29,12,14,65,134,258
2004-05,31,CHI,NBA,PF,70,28,1271,217,424,0.512,0,0,NA,217,424,0.512,0.512,127,177,0.718,106,186,292,56,24,18,84,188,561
2005-06,32,CHI,NBA,C,72,23,824,135,273,0.495,0,0,NA,135,273,0.495,0.495,77,123,0.626,54,100,154,39,7,13,61,131,347
2006-07,33,CHA,NBA,PF,26,0,220,25,56,0.446,0,0,NA,25,56,0.446,0.446,17,22,0.773,13,25,38,6,1,1,15,49,67
2007-08,34,CHA,NBA,C,22,0,166,18,42,0.429,0,0,NA,18,42,0.429,0.429,10,16,0.625,11,31,42,4,1,4,11,34,46
Career,NA,,NBA,,709,263,13924,2021,4001,0.505,0,11,0,2021,3990,0.507,0.505,1170,1585,0.738,1087,2043,3130,443,185,286,948,1868,5212
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,237,76,4833,629,1216,0.517,0,2,0,629,1214,0.518,0.517,354,470,0.753,385,716,1101,148,69,92,291,716,1612
3 seasons,NA,HOU,NBA,,156,14,2666,397,774,0.513,0,4,0,397,770,0.516,0.513,229,325,0.705,220,431,651,57,28,74,165,327,1023
2 seasons,NA,CHI,NBA,,142,51,2095,352,697,0.505,0,0,NA,352,697,0.505,0.505,204,300,0.68,160,286,446,95,31,31,145,319,908
2 seasons,NA,VAN,NBA,,126,122,3944,600,1216,0.493,0,5,0,600,1211,0.495,0.493,356,452,0.788,298,554,852,133,55,84,321,423,1556
2 seasons,NA,CHA,NBA,,48,0,386,43,98,0.439,0,0,NA,43,98,0.439,0.439,27,38,0.711,24,56,80,10,2,5,26,83,113
