Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,KEN,ABA,SG,58,NA,521,5.7,17.8,0.318,0.2,1.2,0.167,5.5,16.6,0.329,3.5,3.9,0.911,NA,NA,3.2,3.7,3.5,2.8,15.1
Career,NA,,ABA,,58,NA,521,5.7,17.8,0.318,0.2,1.2,0.167,5.5,16.6,0.329,3.5,3.9,0.911,NA,NA,3.2,3.7,3.5,2.8,15.1
