Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1997-98,23,MIL,NBA,PF,38,0,530,9,22.2,0.407,2.9,7.7,0.377,6.1,14.5,0.424,3.6,5.8,0.621,2.7,6.6,9.3,3.3,2,0.6,4.9,8.3,24.6,NA,94,105
1998-99,24,TOT,NBA,PF,16,0,102,4.8,17,0.281,2.7,9,0.294,2.1,8,0.267,3.7,5.3,0.7,1.6,4.8,6.4,1.6,2.7,1.1,4.8,8.5,16,NA,77,99
1998-99,24,MIL,NBA,PF,3,0,12,9.2,23,0.4,0,13.8,0,9.2,9.2,1,4.6,9.2,0.5,0,4.6,4.6,0,4.6,0,4.6,27.6,23,NA,75,98
1998-99,24,PHI,NBA,PF,13,0,90,4.2,16.2,0.259,3,8.4,0.357,1.2,7.8,0.154,3.6,4.8,0.75,1.8,4.8,6.6,1.8,2.4,1.2,4.8,6,15,NA,78,99
Career,NA,,NBA,,54,0,632,8.4,21.4,0.391,2.9,7.9,0.362,5.5,13.4,0.409,3.6,5.7,0.632,2.5,6.3,8.9,3,2.1,0.7,4.9,8.4,23.2,NA,92,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,41,0,542,9,22.2,0.407,2.9,7.9,0.363,6.2,14.4,0.432,3.6,5.9,0.617,2.7,6.6,9.2,3.2,2.1,0.6,4.9,8.7,24.6,NA,93,105
1 season,NA,PHI,NBA,,13,0,90,4.2,16.2,0.259,3,8.4,0.357,1.2,7.8,0.154,3.6,4.8,0.75,1.8,4.8,6.6,1.8,2.4,1.2,4.8,6,15,NA,78,99
