Season,Team,Lg,Salary
1997-98,Milwaukee Bucks,NBA,"$300,000"
1998-99,Philadelphia 76ers,NBA,"$300,000"
1999-00,Philadelphia 76ers,NBA,"$460,000"
Career,(may be incomplete),,"$1,060,000"
