,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1965-66,24,TOT,NBA,,14,22,,,,,7,8,,,8,5,,,,5,33
1965-66,24,STL,NBA,,14,22,,,,,7,8,,,8,5,,,,5,33
1966-67,25,STL,NBA,,10,22,,,,,5,8,,,,,,,,6,24
1967-68,26,STL,NBA,,5,10,,,,,1,7,,,8,4,,,,2,10
1968-69,27,ATL,NBA,,15,21,,,,,10,15,,,10,8,,,,6,34
1969-70,28,ATL,NBA,,17,30,,,,,7,10,,,10,7,,,,6,39
1972-73,31,CAR,ABA,,10,,1,,,,6,7,,,,,,,,,23
1973-74,32,CAR,ABA,,6,,0,,,,4,7,,,,,,,,,12
Career,,,TOT,,17,,,,,,10,15,,,,,,,,,39
,,,NBA,,17,30,,,,,10,15,,,,,,,,6,39
,,,ABA,,10,,1,,,,6,7,,,,,,,,,23
,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,"ATL,STL",NBA,,17,30,,,,,10,15,,,,,,,,6,39
2 Seasons,,CAR,ABA,,10,,1,,,,6,7,,,,,,,,,23
